nombreUniversidad,sector,provincia,nombreCarrera,areaConocimiento,nivel,modalidad,duracionAnios,cantidadCarrerasVirtuales,cantidadAreas,porcentajeOfertaVirtual,observaciones,
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestría en Cardiología Crítica,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestría en Cicatrización de Heridas,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestría en Investigación Clínica Farmacológica,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Cardiología,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Cirugía y Traumatología Bucomaxilofacial,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Investigación Clínica Farmacológica (A Distancia),MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Distancia,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Investigación Clínica Farmacológica (A Distancia),MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Distancia,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Kinesiología Deportiva,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Medicina Interna,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Ortodoncia,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Periodoncia,MEDICINA Y CIENCIAS DE LA SALUD,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Ingeniería en Sistemas Informáticos,TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,5,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Gestión de Tecnología Informática,TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Matemática (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Producción de Simuladores y Videojuegos,TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Producción de Simuladores y Videojuegos - Ciclo de Complementación,TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado de Matemática- SAN ISIDRO (Colegio Universitario),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Analista de Sistemas Informáticos - CABA (Colegio Universitario),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Analista de Sistemas Informáticos - SAN ISIDRO (Colegio Universitario),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Analista Programador (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Informática,TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestría en Tecnología Educativa (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestría en Tecnología Informática (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Dirección de Proyectos de Tecnología Informática (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Ingeniería de Software (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Inteligencia Artificial (A Distancia),TECNOLOGÍA INFORMÁTICA,"pregrado, grado y posgrado",Distancia,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Contador Público,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,"4,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Administración,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Comercialización (Marketing),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Comercio Internacional,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Economía,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Administración (A Distancia),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Distancia,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Comercialización (Marketing a Distancia),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Distancia,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Superior en Administración de PYMES - Ituzaingó (Colegio Universitario),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Superior en Administración de PYMES - San Isidro (Colegio Universitario),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Superior en Administración con orientación en Marketing - San Isidro (Colegio Universitario),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Superior en Comercio Internacional - San Isidro (Colegio Universitario),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Ventas (A Distancia),CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Distancia,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Maestría en Alta Dirección de Empresas,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Concursos y Quiebras,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Especialización en Sindicatura Concursal,CIENCIAS ECONOMICAS,"pregrado, grado y posgrado",Presencial,"1,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes,MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes (Plan especial para profesores - Enfoque Alto Rendimiento),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes (Plan especial para profesores - Enfoque Alto Rendimiento) - (A Distancia),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes (Plan especial para profesores - Enfoque G.E.D.),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes (Plan especial para profesores - Enfoque G.E.D. - A Distancia),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes (Plan especial para profesores - Enfoque Deporte y Turismo),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Actividad Física y Deportes (Plan especial para profesores - Enfoque Deporte y Turismo - A Distancia),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado Universitario en Educación Física y Deportes,MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,1,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado en Educación Física - CABA (Colegio Universitario),MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Profesorado en Educación Física - Ituzaingó (Colegio Universitario,MOTRICIDAD HUMANA Y DEPORTES,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Gastronomía,TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Hotelería,TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Licenciatura en Turismo,TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,4,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Guía Universitario en Turismo,TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Técnico Superior en Hotelería - San Isidro (Colegio Universitario),TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Superior en Turismo - San Isidro (Colegio Universitario),TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,3,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Gestión y Organización de Eventos,TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Tecnicatura Universitaria en Gestión y Organización de Eventos (A Distancia),TURISMO Y HOSPITALIDAD,"pregrado, grado y posgrado",Distancia,"2,5",17,11,"15,74",,DAVID
Universidad Abierta Interamericana,privada,Buenos Aires - Rosario,Doctorado en Ciencia y Tecnología para el Desarrollo,A TRAVÉS DE LA VICERRECTORÍA DE INVESTIGACIÓN,"pregrado, grado y posgrado",Presencial,2,17,11,"15,74",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Diseño Gráfico,ciencias-sociales-y-humanas,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Periodismo y Comunicaciones,ciencias-sociales-y-humanas,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Publicidad,ciencias-sociales-y-humanas,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Relaciones Públicas,ciencias-sociales-y-humanas,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Analista Universitario/a en Relaciones Públicas,ciencias-sociales-y-humanas,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Trabajo Social,ciencias-sociales-y-humanas,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Periodista,ciencias-sociales-y-humanas,Carrera Corta,Virtual,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Organización de Eventos,ciencias-sociales-y-humanas,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Gestión Social,ciencias-sociales-y-humanas,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Maestría en Seguridad Pública,ciencias-sociales-y-humanas,Carrera de Posgrado,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Arquitectura,ciencias-sociales-y-humanas,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Seminario de Costos de Construcción,ciencias-sociales-y-humanas,Cursos y Diplomaturas,Presencial,"0,01",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Diplomatura en Psicología Policial,ciencias-sociales-y-humanas,Cursos y Diplomaturas,Presencial,8 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Psicología,ciencias-sociales-y-humanas,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Psicopedagogía,ciencias-sociales-y-humanas,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Asistente Universitario/a Psicopedagógico/a,ciencias-sociales-y-humanas,Carrera Corta,Presencial,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Especialización en Psicología Clínica,ciencias-sociales-y-humanas,Carrera de Posgrado,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Maestría en Psicoanálisis,ciencias-sociales-y-humanas,Carrera de Posgrado,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Postdoctorado en Psicología Social,ciencias-sociales-y-humanas,Carrera de Posgrado,Presencial,"1,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Abogacía,Ciencias-Juridicas,Carrera de Grado,Uk en Vivo,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Diplomatura en Narcotráfico y Precursores Químicos,Ciencias-Juridicas,Cursos y Diplomaturas,Virtual,"1,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,"Diplomatura Integral en Derechos Fundamentales. Abordaje desde el derecho Constitucional, Administrativo, Ambiental, Penal y Procesal Penal y de la Familia.",Ciencias-Juridicas,Cursos y Diplomaturas,Presencial,7 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Doctorado en Derecho,Ciencias-Juridicas,Carrera de Posgrado,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Maestría en Derecho y Tecnología,Ciencias-Juridicas,Carrera de Posgrado,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Maestría en Derecho Penal y Justicia Internacional,Ciencias-Juridicas,Carrera de Posgrado,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Diplomatura en Derecho Sucesorio,Ciencias-Juridicas,Cursos y Diplomaturas,Virtual,1 mes,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Contador Público,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Administración,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Administración Hotelera,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Comercialización,Ciencias-Económicas-Empresariales,Carrera de Grado,Presencial,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Comercio Internacional,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Gestión de Operaciones Logísticas y Estratégicas,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Seguridad e Higiene en el Trabajo con Orientación en Gestión Ambiental,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Negocios Digitales y Globales,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,"Diplomatura Universitaria en Gobierno Corporativo, Compliance y Gestión de Finanzas y Riesgos (incluyendo el manejo de las criptos y los fintech)",Ciencias-Económicas-Empresariales,Cursos y Diplomaturas,Virtual,5 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Diplomatura Universitaria | Gestión de PyMES y Emprendimientos,Ciencias-Económicas-Empresariales,Cursos y Diplomaturas,Virtual,5 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Relaciones Laborales,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Analista Universitario/a en Relaciones Laborales,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Turismo,Ciencias-Económicas-Empresariales,Carrera de Grado,Virtual,4,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Martillero Público y Corredor,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Comercialización,Ciencias-Económicas-Empresariales,Carrera Corta,Presencial,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Gestión de Operaciones Logísticas,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Seguridad e Higiene en el Trabajo,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Seguros,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Seguridad Empresarial,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Administración Hotelera,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Turismo,Ciencias-Económicas-Empresariales,Carrera Corta,Virtual,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,MBA – Maestría en Administración de Negocios | Orientación Gestión de la Tecnología y la Innovación,Ciencias-Económicas-Empresariales,Carrera de Posgrado,Virtual,15 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Curso de Capacitación Continuada para Productores Asesores de Seguros | SEGURO TÉCNICO – Junio,Ciencias-Económicas-Empresariales,Cursos y Diplomaturas,Virtual,1 dia,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Curso de Capacitación Continuada a Productores Asesores de Seguros | SEGURO TÉCNICO – Julio,Ciencias-Económicas-Empresariales,,Virtual,1 dia,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Curso para aspirantes a la Matrícula de Productor Asesor de Seguros,Ciencias-Económicas-Empresariales,,Virtual,10 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Bioquímica,Ciencias-Económicas-Empresariales,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Farmacia,Ciencias-Económicas-Empresariales,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Licenciatura en Química,Ciencias-Económicas-Empresariales,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Odontología,Ciencias-Económicas-Empresariales,Carrera de Grado,Presencial,5,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,"Tecnicatura Universitaria en Cosmetología, Cosmiatría y Estética",Ciencias-Económicas-Empresariales,Carrera Corta,Presencial,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Especialización en Farmacia Comunitaria,Ciencias-Económicas-Empresariales,Carrera de Posgrado,Virtual,2,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Especialización en Ortodoncia y Ortopedia Maxilar,Ciencias-Económicas-Empresariales,Carrera de Posgrado,Presencial,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Especialización en Farmacia Industrial | Orientación en Productos Médicos,Ciencias-Económicas-Empresariales,Carrera de Posgrado,Presencial,"2,5",40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Diplomatura | Perito en Informática Forense,Ciencias-Económicas-Empresariales,Cursos y Diplomaturas,Virtual,9 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Diplomatura | Manager en Ciberdefensa Operativa,Escuela Universitaria de Sistemas,Cursos y Diplomaturas,Virtual,9 meses,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Analista de Sistemas,Escuela Universitaria de Sistemas,Carrera Corta,Presencial,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Tecnología de la Información | Orientación en Desarrollo de Videojuegos,Escuela Universitaria de Sistemas,Carrera Corta,Virtual,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Tecnología de la Información | Orientación en Implementación de Soluciones Empresariales,Escuela Universitaria de Sistemas,Carrera Corta,Virtual,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Tecnicatura Universitaria en Tecnología de la Información | Orientación en Desarrollo Web,Escuela Universitaria de Sistemas,Carrera Corta,Virtual,3,40,4,"60,60%",,DAVID
Universidad Argentina John F. Kennedy,Privada,Buenos Aires,Especialización en Sistemas de Información,Escuela Universitaria de Sistemas,Carrera de Posgrado,Virtual,9 meses,40,4,"60,60%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Diseño de Indumentaria y Textil,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado",Presencial,4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Diseño Gráfico,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Presencial, Presencial Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Periodismo,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Educación Distribuida Home, Educación Distribuida",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Relaciones Públicas e Institucionales,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado","Presencial, Educación Distribuida , Educación Distribuida Home",4,255,8,"73,40%",,DAVID
Universidad Siglo XXI,privada,Cordoba - Buenos Aires,Licenciatura en Diseño Industrial,DISEÑO Y COMUNICACIÓN,"pregrado, grado y posgrado",PRESENCIAL,4,255,8,"73,40%",,DAVID
